firstNames,familyName,program,id,idString,password,username,isTeacher,isAdmin,isStudent
Herta Liyana Usva,Honkakari,BIO4,2760,utu:2760,hh1234,helius,0,0,1
Kashif Eedi,Hoffström,BIO3,2763,utu:2763,kh1234,kaeeho,0,0,1
Sami-Heikki Juel,Holmnäs,TUR,2769,utu:2769,sh1234,saheju,0,0,1
Natalja Tuua,Richter,LAS2,2773,utu:2773,nr1234,naturi,0,0,1
Aaponpoika Kalid,Ranta-Knuuttila,TIE7,2774,utu:2774,ar1234,aakara,0,0,1
Eber Khan Ebenhard,Forsgrén,MOL,2782,utu:2782,ef1234,ebkheb,0,0,1
Riitta Chana Alberta,Haula,KAU5,2784,utu:2784,rh1234,richal,0,0,1
Wiia Gulvi Anya,Mäki-Kahma,POL3,2792,utu:2792,wm1234,wiguan,0,0,1
Henna-Mari Elve,Palsi,SUO3,2796,utu:2796,hp1234,hemael,0,0,1
Harri-Juhani Joy,Pirneskoski,KAU3,2799,utu:2799,hp1234,hajujo,0,0,1
Majida Sini-Susanna,Frant,TOI,2802,utu:2802,mf1234,masisu,0,0,1
Ren Bertrand Patryk,Bottas,TEK,2811,utu:2811,rb1234,rebepa,0,0,1
Muhannad Ilmarinen Oliwer,Suonurmi,TIE6,2814,utu:2814,ms1234,muilol,0,0,1
Heba,Vaartio,SAK,2818,utu:2818,hv1234,hevaar,0,0,1
Davood Sammeli,de Wit,MOL,2827,utu:2827,dd1234,dasade,0,0,1
Hanh Emmanuella Hymni,Pilli,MAR,2833,utu:2833,hp1234,haemhy,0,0,1
Monja Julian Daphne,Jussilainen,KAS4,2835,utu:2835,mj1234,mojuda,0,0,1
Obelix Robyn,Lohisto,TER,2843,utu:2843,ol1234,obrolo,0,0,1
Reijontytär,Panula,SOS2,2844,utu:2844,rp1234,repanu,0,0,1
Teresé Mélissa Otontytär,Kanniainen,KIE,2845,utu:2845,tk1234,temlot,0,0,1
Satu-Elina Tuyet,Tiiri,SAK,2854,utu:2854,st1234,saeltu,0,0,1
Martimo Ayobami Pantelis,Ordén,LAS3,2858,utu:2858,mo1234,maaypa,0,0,1
Alpertiina Milga Petimat,Männik,KIE,2859,utu:2859,am1234,almipe,0,0,1
Jiska Pekka-Eemeli,Sahlsten,BIO6,2862,utu:2862,js1234,jipeee,0,0,1
Lindiwe,Tano,PSY,2871,utu:2871,lt1234,litano,0,0,1
Hassel Atilla Jude,Sarpakunnas,KAS3,2873,utu:2873,hs1234,haatju,0,0,1
Fiona Sulamith Sri,Tuulos,OHJ,2880,utu:2880,ft1234,fisusr,0,0,1
Elvedin,Kotisalo,MAR,2889,utu:2889,ek1234,elkoti,0,0,1
Miloud Jaakko-Petteri,Rautkoski,LAS2,2896,utu:2896,mr1234,mijape,0,0,1
Odile Gül Stiina,Ulmonen,MON,2898,utu:2898,ou1234,odglst,0,0,1
Mooa,Riihiluoma,GEO,2903,utu:2903,mr1234,moriih,0,0,1
Evangelia,Vainiokangas,TIE3,2912,utu:2912,ev1234,evvain,0,0,1
Salla-Tuulia Nil,Töykkälä,PSY,2920,utu:2920,st1234,satuni,0,0,1
Keira Kristin Carelia,Thiel,ELI,2924,utu:2924,kt1234,kekrca,0,0,1
Annis Edibe,Aulasuo,KIR,2927,utu:2927,aa1234,anedau,0,0,1
Sophi Tham Ellu,Kytöhonka,LUO2,2934,utu:2934,sk1234,sothel,0,0,1
Azat Jarkko-Tapio,Syrjäniemi,TAI,2939,utu:2939,as1234,azjata,0,0,1
Hoda,Malka,MAT2,2949,utu:2949,hm1234,homalk,0,0,1
Sofié Soraya Mollie,Pöllönen,POL3,2958,utu:2958,sp1234,sosomo,0,0,1
Hasen Theoharis Nisse,Troberg,MOL3,2966,utu:2966,ht1234,hathni,0,0,1
Peterson Isai Bedirhan,Päiveröinen,KLA,2969,utu:2969,pp1234,peisbe,0,0,1
Irja-Kaarina,Varjus,KIE,2974,utu:2974,iv1234,irkava,0,0,1
Sikke Dunia Mischa,Takatupa,TER,2984,utu:2984,st1234,sidumi,0,0,1
Frederiikka Derya Andréa,Ala-Välkkilä,PSY,2991,utu:2991,fa1234,frdean,0,0,1
Florin Kron Aato,Rönnlund,YRI2,2999,utu:2999,fr1234,flkraa,0,0,1
Romina Vilinä Beate,Timofeeva,ELI,3002,utu:3002,rt1234,rovibe,0,0,1
Ann-Elisabeth Markit,Huhtimo,SUO3,3009,utu:3009,ah1234,anelma,0,0,1
Aadolf Laurinpoika,Alopaeus,OHJ,3016,utu:3016,aa1234,aalaal,0,0,1
Reija-Riitta Sarianna,Kotta,SAK,3022,utu:3022,rk1234,rerisa,0,0,1
Jörn,Salonaho,YMP,3032,utu:3032,js1234,jrsalo,0,0,1
Ainomaija,Marjasto,MED,3036,utu:3036,am1234,aimarj,0,0,1
Karliina Monna,Ylisuvanto,FYS2,3042,utu:3042,ky1234,kamoyl,0,0,1
Mihane Anda Antonella,Koskelo,GEO2,3049,utu:3049,mk1234,mianan,0,0,1
Margarethe Grete Rachida,Sileoni,NAI,3052,utu:3052,ms1234,magrra,0,0,1
Inne Solweig Penina,Sommardahl,PSY,3057,utu:3057,is1234,insope,0,0,1
Justas Eetu-Kalle,Vallinheimo,YLE,3065,utu:3065,jv1234,jueeka,0,0,1
Juhananpoika Thanawat,Ylä-Soininmäki,OIK,3074,utu:3074,jy1234,juthyl,0,0,1
Olli-Veikko Noe,Sokuri,MAR2,3083,utu:3083,os1234,olveno,0,0,1
Sisko-Riitta Verona,Yussuf,MON,3091,utu:3091,sy1234,sirive,0,0,1
Dorotea Mercedez Liese,Juuso,MON,3096,utu:3096,dj1234,domeli,0,0,1
Torgny Sergiu Adnaan,Ahvenniemi,TOI,3104,utu:3104,ta1234,tosead,0,0,1
Sanella Caren Tanjalotta,Vakkeri,TAL4,3105,utu:3105,sv1234,sacata,0,0,1
Ionut Vishal Tahseen,Eromäki,TAI,3114,utu:3114,ie1234,iovita,0,0,1
Ken Khalil Travis,Matala,MOL3,3118,utu:3118,km1234,kekhtr,0,0,1
Niikka Sanel Thanaphon,Vilkkinen,FYS4,3127,utu:3127,nv1234,nisath,0,0,1
Anna-Kerttu,Ritvasalo,TAL4,3131,utu:3131,ar1234,ankeri,0,0,1
Sadia Agape Juudit,Helistekangas,ITA,3136,utu:3136,sh1234,saagju,0,0,1
Shalom Elwiira Briana,Piltz,FOL2,3146,utu:3146,sp1234,shelbr,0,0,1
Linnèa Viljontytär Aziz,Hyökyvaara,KAS5,3147,utu:3147,lh1234,liviaz,0,0,1
Eeva-Kaisu,Kalakoski,MOL2,3149,utu:3149,ek1234,eekaka,0,0,1
Karl-Johan Arbër,Rintala,KEM2,3159,utu:3159,kr1234,kajoar,0,0,1
Utu Kiran,Bärn,ASI,3164,utu:3164,ub1234,utkibr,0,0,1
Anna-Stina Luca,Raivola,KLA,3171,utu:3171,ar1234,anstlu,0,0,1
Cansu Thuy,Wäyrynen,TIE4,3177,utu:3177,cw1234,cathwy,0,0,1
Nesa Odelma Sacdiyo,Evinsalo,PSY,3185,utu:3185,ne1234,neodsa,0,0,1
Diellza Justiina Alli,Sinisalo,KRE,3194,utu:3194,ds1234,dijual,0,0,1
Jesse-Petteri Lennon,Heinolainen,PSY,3202,utu:3202,jh1234,jepele,0,0,1
Allegra Maiju-Lotta,Haarajoki,YMP,3205,utu:3205,ah1234,almalo,0,0,1
Ellis Taddeus Conrad,Sippola,ARK,3212,utu:3212,es1234,eltaco,0,0,1
Olivier Battista,Vuorikkinen,MED,3220,utu:3220,ov1234,olbavu,0,0,1
Aliisa Lolan,Förström,SAK,3229,utu:3229,af1234,allofr,0,0,1
Miro-Petteri Pär,Rautjärvi,KAS4,3232,utu:3232,mr1234,mipepr,0,0,1
Zeb Kan Leonid,Blomsterlund,MED2,3241,utu:3241,zb1234,zekale,0,0,1
Eliisabet Argentina Solange,Siivonen,FYS3,3246,utu:3246,es1234,elarso,0,0,1
Tom-Mikael,Nuotio,MOL,3256,utu:3256,tn1234,tominu,0,0,1
Ristomatti Vili-Verneri,Herrmans,TAL3,3266,utu:3266,rh1234,rivive,0,0,1
Aino-Kerttu Jennifer,Nurmo,BIO3,3274,utu:3274,an1234,aikeje,0,0,1
Rikard,Ylönen,KEM,3281,utu:3281,ry1234,riylne,0,0,1
Mawada Nella,Marjelund,POH,3287,utu:3287,mm1234,manema,0,0,1
Nikolaj,Kunelius,TIE4,3289,utu:3289,nk1234,nikune,0,0,1
Kaur Madelina Hannariikka,Rautionaho,LUO,3298,utu:3298,kr1234,kamaha,0,0,1
Rikumatti Henri Idor,Keski-Korpela,SUO,3300,utu:3300,rk1234,riheid,0,0,1
Antto Uljas,Suo-Anttila,SUO,3309,utu:3309,as1234,anulsu,0,0,1
Markontytär Majlen Amma,Pätiälä,SOS,3310,utu:3310,mp1234,mamaam,0,0,1
Wah Narin Najmo,Sattanen,MOL2,3317,utu:3317,ws1234,wanana,0,0,1
Mirana Alwa Paz,Rezai,TIE2,3322,utu:3322,mr1234,mialpa,0,0,1
Anik Ivan Rasim,Vallenius,POH,3323,utu:3323,av1234,anivra,0,0,1
Rishi Leandro Mattis,Lemmetty,MAA,3324,utu:3324,rl1234,rilema,0,0,1
Jean Kaisu-Leena,Ylikörkkö,POL3,3334,utu:3334,jy1234,jekale,0,0,1
Leena-Mari Lucilla,Orjatsalo,EKO,3341,utu:3341,lo1234,lemalu,0,0,1
Ville-Verneri,Jankko,SUO,3349,utu:3349,vj1234,viveja,0,0,1
Larbi Esa-Sakari,Anttinen,FYS4,3350,utu:3350,la1234,laessa,0,0,1
Jackie,Vedman,FOL2,3351,utu:3351,jv1234,javedm,0,0,1
Stensdotter Sadio Hamida,Hasan,POL2,3355,utu:3355,sh1234,stsaha,0,0,1
Vilkas,Tasanen,YMP,3356,utu:3356,vt1234,vitasa,0,0,1
Matti Tomi-Tapio,Lehmuskallio,BIO2,3357,utu:3357,ml1234,matota,0,0,1
Nurullah Toimi,Siik,FYS2,3358,utu:3358,ns1234,nutosi,0,0,1
Sigvard Jussi Tanveer,Vähämetsä,TAI,3361,utu:3361,sv1234,sijuta,0,0,1
Hang Ding Karma,Sylvestersson,KAS,3368,utu:3368,hs1234,hadika,0,0,1
Angelic Eeti Rahime,Komssi,SOS,3369,utu:3369,ak1234,aneera,0,0,1
Inessa Desiré,Aksola,TIE7,3370,utu:3370,ia1234,indeak,0,0,1
Emme Binh Krishna,Seilola,USK,3373,utu:3373,es1234,embikr,0,0,1
Greeta Wiktoria Olja,Tahvanainen,TAL4,3374,utu:3374,gt1234,grwiol,0,0,1
Gazmend Bahadur Elmo,Lyly,TAL5,3378,utu:3378,gl1234,gabael,0,0,1
Dung Naattan Ahmednur,Souru,TAI,3388,utu:3388,ds1234,dunaah,0,0,1
Shahab,Sirenius,SUO,3391,utu:3391,ss1234,shsire,0,0,1
A. Rune Knutsson,Konu,JOH2,3397,utu:3397,ak1234,a.rukn,0,0,1
Clemente,Paavonsalo,ESP,3404,utu:3404,cp1234,clpaav,0,0,1
Glena Milana,Bernström,POL2,3414,utu:3414,gb1234,glmibe,0,0,1
Ben Merri Hessu,Förström,KEM,3417,utu:3417,bf1234,bemehe,0,0,1
Rizgar Cristo Ebenezer,Blå,FYS2,3420,utu:3420,rb1234,ricreb,0,0,1
Suvi-Annika Rahmo,Myllykangas,MAA,3422,utu:3422,sm1234,suanra,0,0,1
Pia-Lisa Mirikli,Koreneff,BIO6,3427,utu:3427,pk1234,pilimi,0,0,1
Gila,Hagström,MAT,3429,utu:3429,gh1234,gihags,0,0,1
Kiran Emiliano,Hellsten,KEM,3431,utu:3431,kh1234,kiemhe,0,0,1
Keijo Kunto Amatius,Tulppo,TIE,3439,utu:3439,kt1234,kekuam,0,0,1
Hannu-Tapani Grigori,Vallo,TUR,3446,utu:3446,hv1234,hatagr,0,0,1
Taina-Marja,Mutenia,INT,3451,utu:3451,tm1234,tamamu,0,0,1
Kertu Duong Solvej,von Schantz,MAT2,3461,utu:3461,kv1234,keduso,0,0,1
Ariana Deila Rosella,Hekkala,KIR,3471,utu:3471,ah1234,ardero,0,0,1
Abdulahi,Murray,ELI,3479,utu:3479,am1234,abmurr,0,0,1
Sini-Päivi Sissel,Sunikka,TIE4,3484,utu:3484,ss1234,sipisi,0,0,1
Yngvar,Tiensuu,FYS4,3487,utu:3487,yt1234,yntien,0,0,1
Sipi,Parkko,KAU4,3493,utu:3493,sp1234,sipark,0,0,1
Githa Emma-Tuulia,Hernesniemi,OHJ,3494,utu:3494,gh1234,giemtu,0,0,1
Albrecht Soren Hamse,Koskilahti,SUO,3495,utu:3495,ak1234,alsoha,0,0,1
Aaretti Matthias Tobias,Rimpineva,MAS,3501,utu:3501,ar1234,aamato,0,0,1
Johanneksenpoika Nicolas Altti,Räfsbäck,SOS4,3503,utu:3503,jr1234,jonial,0,0,1
Jennamari Anselmiina,Saralehto,FOL,3509,utu:3509,js1234,jeansa,0,0,1
Tommo Ville-Jussi,Utriainen,KAU2,3511,utu:3511,tu1234,toviju,0,0,1
Asia,Lindroos,POH,3512,utu:3512,al1234,aslind,0,0,1
Lucianna,Ahven,MED2,3520,utu:3520,la1234,luahve,0,0,1
Elli-Noora Uwase,Hiisilä,TAI,3523,utu:3523,eh1234,elnouw,0,0,1
Milsina,Scott,KAU2,3532,utu:3532,ms1234,miscot,0,0,1
Oo Svantte Hristov,Tersa,FYS2,3537,utu:3537,ot1234,oosvhr,0,0,1
Auruura Iana Therésa,Hollming,KUL2,3544,utu:3544,ah1234,auiath,0,0,1
Nellie Hanne-Kaisa,Anton,PSY,3548,utu:3548,na1234,nehaka,0,0,1
Lill Maarit Tyttiina,Kiansten,TAL4,3556,utu:3556,lk1234,limaty,0,0,1
Leone Päivö Veka,Huhtakangas,KOT,3565,utu:3565,lh1234,lepive,0,0,1
Yki Cherif Shaun,Nummela,FYS3,3575,utu:3575,yn1234,ykchsh,0,0,1
Safin Abdikadir Khaled,Peuralinna,TIL,3581,utu:3581,sp1234,saabkh,0,0,1
Subhi Hannel Ainomaija,Bibani,BIO4,3582,utu:3582,sb1234,suhaai,0,0,1
Parvin Meirami Yousef,Wörlund,LAS,3584,utu:3584,pw1234,pameyo,0,0,1
Hook Sandor,Palmroth,SUO4,3586,utu:3586,hp1234,hosapa,0,0,1
Marsa Elsa-Marja,Halmesmäki,KIE,3587,utu:3587,mh1234,maelma,0,0,1
Ewa Lynda,Rupponen,FYS,3591,utu:3591,er1234,ewlyru,0,0,1
Sukanya Teiju,Rosin,LAT,3597,utu:3597,sr1234,sutero,0,0,1
Albulena Memma Havin,Ruokolahti,ENG,3603,utu:3603,ar1234,almeha,0,0,1
Mária Pirit,Sadik,SUO3,3613,utu:3613,ms1234,mrpisa,0,0,1
Caroline Jussintytär Chaima,Forsback,MAA2,3617,utu:3617,cf1234,cajuch,0,0,1
Sanna-Katriina Aleina,Aario,KEM2,3622,utu:3622,sa1234,sakaal,0,0,1
Uuri,Ruosteluoma,EKO,3626,utu:3626,ur1234,uuruos,0,0,1
Merja Idman Wambui,Metsätalo,POH,3631,utu:3631,mm1234,meidwa,0,0,1
Gizem Tiina-Hannele,Helenelund,KLA,3638,utu:3638,gh1234,gitiha,0,0,1
Vilde Anna-Liina,Laxell,MUS,3644,utu:3644,vl1234,vianli,0,0,1
Uno,Honkavuori,YRI,3652,utu:3652,uh1234,unhonk,0,0,1
Katy Birketta Faleh,Liesegang,KRE,3657,utu:3657,kl1234,kabifa,0,0,1
Katri-Liisa Leonita,Viita,PSY,3666,utu:3666,kv1234,kalile,0,0,1
Fuad,Sammaljärvi,FOL2,3673,utu:3673,fs1234,fusamm,0,0,1
Riku Lille-Bror,Öljymäki,MOL3,3675,utu:3675,rö1234,rilibr,0,0,1
Tutta,Ukonmurto,TAL5,3685,utu:3685,tu1234,tuukon,0,0,1
Silene Martha Saabirin,Collins,OHJ,3687,utu:3687,sc1234,simasa,0,0,1
Kika,Villanen,SOS,3691,utu:3691,kv1234,kivill,0,0,1
Knuutti Forest Mirko,Akkila,ITA,3693,utu:3693,ka1234,knfomi,0,0,1
Terttu-Maija Heide,Poimaa,KEM2,3703,utu:3703,tp1234,temahe,0,0,1
Faleh Katja-Maaria,Ervelä,KOT,3704,utu:3704,fe1234,fakama,0,0,1
Hanh,Ollonen,SOS3,3708,utu:3708,ho1234,haollo,0,0,1
Mesut Auron Ahmad,Sironen,TER,3717,utu:3717,ms1234,meauah,0,0,1
Konni Charl,Heljakka,KAS,3719,utu:3719,kh1234,kochhe,0,0,1
Chun Johannes Aaron,Hosiasluoma,MED2,3724,utu:3724,ch1234,chjoaa,0,0,1
Eino-Veikko Egil,Sahrman,TIE7,3727,utu:3727,es1234,eiveeg,0,0,1
Alessa Nara Vaulikki,Pätsi,TIE3,3736,utu:3736,ap1234,alnava,0,0,1
Matias Maj-Len,Hynynen,SOS4,3746,utu:3746,mh1234,mamale,0,0,1
Kim Viking Firas,Ingelin,FOL2,3747,utu:3747,ki1234,kivifi,0,0,1
Robertsson Olli-Petri,Wuollet,SUO4,3753,utu:3753,rw1234,roolpe,0,0,1
Filpus Adnan Ruurik,Saimala,KAN2,3755,utu:3755,fs1234,fiadru,0,0,1
Haley Cong,Venermo,KAS,3760,utu:3760,hv1234,hacove,0,0,1
Leifi Abdulhussein Shabo,Vähäjärvi,SUO3,3761,utu:3761,lv1234,leabsh,0,0,1
Christel Kristabel,Pienmäki,TIE7,3763,utu:3763,cp1234,chkrpi,0,0,1
Shabo Siviä Kavita,Särkimäki,KRE,3766,utu:3766,ss1234,shsika,0,0,1
Nagib Leopold Baboucarr,Kolmonen,OIK,3774,utu:3774,nk1234,naleba,0,0,1
Jasmine,Ala-Juusela,ITA,3783,utu:3783,ja1234,jaala ,0,0,1
Renat Hemmo Bertram,Lammassaari,RAN,3791,utu:3791,rl1234,rehebe,0,0,1
Mahamud Noah Junes,Kuusniemi,ARK2,3794,utu:3794,mk1234,manoju,0,0,1
Natasa,Alve,BIO,3800,utu:3800,na1234,naalve,0,0,1
Jope Ilkanpoika Ferenc,Fogde,OHJ,3804,utu:3804,jf1234,joilfe,0,0,1
Tiina-Tuulikki Arla,Akkola,LOG,3809,utu:3809,ta1234,tituar,0,0,1
Soheil,Toukkari,ENG,3819,utu:3819,st1234,sotouk,0,0,1
Emmeli Almira,Ravaska,KAS3,3828,utu:3828,er1234,emalra,0,0,1
Seraina Ancelika,Santakallio,SOS,3837,utu:3837,ss1234,seansa,0,0,1
Roxana Suvikki Amelie,Sabel,KUL3,3838,utu:3838,rs1234,rosuam,0,0,1
Marit Eléonore,Rämäkkö,HAM,3843,utu:3843,mr1234,maelrm,0,0,1
Vicky Salman,von Koch,TAL5,3853,utu:3853,vv1234,visavo,0,0,1
Ella-Tuulia Oliver,Venola,NAI,3862,utu:3862,ev1234,eltuol,0,0,1
Otto-Ville Gharib,Tiililä,TIE7,3863,utu:3863,ot1234,otvigh,0,0,1
Jan-Roger Hendrik,Pyhäluoto,MON,3865,utu:3865,jp1234,jarohe,0,0,1
Lare Jino Vilmo,Vauramo,MOL,3870,utu:3870,lv1234,lajivi,0,0,1
Lumi-Helmi Verla,Tumelius,KOT,3877,utu:3877,lt1234,luheve,0,0,1
Hugh Arjo Urho,Joutsenjärvi,OHJ,3887,utu:3887,hj1234,huarur,0,0,1
Volkan Janrik Jeri,Strömman,KOU,3888,utu:3888,vs1234,vojaje,0,0,1
Jaabir Donat Marten,Nirvi,RAN,3892,utu:3892,jn1234,jadoma,0,0,1
Balen Ameer Aapraham,Vattula,SOS4,3893,utu:3893,bv1234,baamaa,0,0,1
Harri-Pekka Petru,Berisha,KUL2,3903,utu:3903,hb1234,hapepe,0,0,1
Adelé,Ihanamäki,KAU4,3905,utu:3905,ai1234,adihan,0,0,1
Haniya,Renman,FOL,3913,utu:3913,hr1234,harenm,0,0,1
Yee Fazile Tomas,Lahti-Mononen,MOL,3921,utu:3921,yl1234,yefato,0,0,1
Arvind Qaasim,Kytöviita,SOS2,3922,utu:3922,ak1234,arqaky,0,0,1
Helmiira Faustina Mirve,Viide,TIE,3923,utu:3923,hv1234,hefami,0,0,1
Saoirse,Vaari,TIL,3927,utu:3927,sv1234,savaar,0,0,1
Kuzey,Yliruusi,KOT,3936,utu:3936,ky1234,kuylir,0,0,1
Ibragim Sander Veijo,Ekonen,ARK2,3944,utu:3944,ie1234,ibsave,0,0,1
Tomi-Tapio Sampo,Kurila,TIE6,3952,utu:3952,tk1234,totasa,0,0,1
Juho-Jaakko Hanneksenpoika,Kaarnakoski,KAS,3959,utu:3959,jk1234,jujaha,0,0,1
Emad Ayat Aryana,Isojoki,KAN2,3968,utu:3968,ei1234,emayar,0,0,1
Alexsander Justas Ilari,Virtaranta,TUR,3977,utu:3977,av1234,aljuil,0,0,1
Wertti Saiid,Juustila,KAN,3978,utu:3978,wj1234,wesaju,0,0,1
Marié Sunita,Turtonen,TAL4,3980,utu:3980,mt1234,masutu,0,0,1
Chinedu Jope,Mäkipelto,BIO5,3990,utu:3990,cm1234,chjomk,0,0,1
Emmelina Nikola Beda,Aila,VEN,4000,utu:4000,ea1234,emnibe,0,0,1
Abdulrazzaq Inno Joosia,Kantonen,SOS2,4009,utu:4009,ak1234,abinjo,0,0,1
Filip Akio Teimo,Han,KUL2,4016,utu:4016,fh1234,fiakte,0,0,1
Heli-Marjatta Sesilia,Jortama,MAA2,4020,utu:4020,hj1234,hemase,0,0,1
Smilla Musse Janiela,Aarninsalo,FYS2,4025,utu:4025,sa1234,smmuja,0,0,1
Christianna Rosalyn Ruth,Kortesluoma,TEO,4031,utu:4031,ck1234,chroru,0,0,1
Thanh Najim Mertzi,Karikumpu,MON,4039,utu:4039,tk1234,thname,0,0,1
Eevamaija Bang,Relander,ELI,4045,utu:4045,er1234,eebare,0,0,1
Ila Jusu Alaa,Cooper,TIE5,4051,utu:4051,ic1234,iljual,0,0,1
Ernestine Fjolla Tarina,Huhta,LAS,4055,utu:4055,eh1234,erfjta,0,0,1
Janissa,Ollitervo,FOL,4065,utu:4065,jo1234,jaolli,0,0,1
Zarif Arsi Raymond,Jeminen,ITA,4074,utu:4074,zj1234,zaarra,0,0,1
Nadira Razan Vaapukka,Hauhia,SOS2,4084,utu:4084,nh1234,narava,0,0,1
Mi Emeline Aagot,Suma,TIE3,4090,utu:4090,ms1234,miemaa,0,0,1
Randa Lavin Reetriikka,Syren,USK,4095,utu:4095,rs1234,ralare,0,0,1
Idaliina Mihane,Pellikka,BIO6,4102,utu:4102,ip1234,idmipe,0,0,1
Hanna-Elisa Melek,Iivari,LUO2,4112,utu:4112,hi1234,haelme,0,0,1
Wayne Marko-Tapio,Oikari,TIE,4114,utu:4114,wo1234,wamata,0,0,1
Edsel,Kass,MOL3,4115,utu:4115,ek1234,edkass,0,0,1
De Feliks Hiwa,Barry,KRE,4125,utu:4125,db1234,defehi,0,0,1
Annamiina Mehri Imad,Runsala,TIE2,4127,utu:4127,ar1234,anmeim,0,0,1
Anini Mats-Peter,Leipälä,LUO2,4132,utu:4132,al1234,anmape,0,0,1
Tiina-Sisko Saidi,Malmisalo,YLE2,4139,utu:4139,tm1234,tisisa,0,0,1
Arnes Ismael Stefan,Yli-Pentti,POL2,4149,utu:4149,ay1234,arisst,0,0,1
Krystal Konstantinovna,Kuitula,MOL2,4157,utu:4157,kk1234,krkoku,0,0,1
Niina-Maaria Delara,Knight,TAL3,4166,utu:4166,nk1234,nimade,0,0,1
Hannukka,Wasén,USK,4175,utu:4175,hw1234,hawasn,0,0,1
Elof Jaser Kuura,Tokkola,KEM2,4177,utu:4177,et1234,eljaku,0,0,1
Veeka Veka Kalle,Linnovaara,FOL2,4179,utu:4179,vl1234,veveka,0,0,1
Charina,Roukala,KIR,4180,utu:4180,cr1234,chrouk,0,0,1
Velmu Evander Harris,Henttula,KEM2,4181,utu:4181,vh1234,veevha,0,0,1
Minna-Katriina Rivka,Sarpo,TIL,4185,utu:4185,ms1234,mikari,0,0,1
Soe Taija-Maria,Heikinmäki,LAS2,4188,utu:4188,sh1234,sotama,0,0,1
Armin,Salakka,MAR2,4193,utu:4193,as1234,arsala,0,0,1
Satumaaria Sakarintytär,Hertteli,LOG,4203,utu:4203,sh1234,sasahe,0,0,1
Çetin Morgen Teivas,Kong,KIR,4207,utu:4207,çk1234,etmote,0,0,1
Miilo Tähti Veikko,Pahkakangas,TAI,4210,utu:4210,mp1234,mithve,0,0,1
Semira Meritta Lijana,Kannasmaa,VAL,4216,utu:4216,sk1234,semeli,0,0,1
Lillian,Hänti,MED,4218,utu:4218,lh1234,lihnti,0,0,1
Ann-Catrin Gohar,Stillman,SUO4,4219,utu:4219,as1234,ancago,0,0,1
Francis Florim Mahmut,Kurman,KIR,4221,utu:4221,fk1234,frflma,0,0,1
Kinga Therése Honey,Pohjakallio,MON,4223,utu:4223,kp1234,kithho,0,0,1
Paulina Ella-Mari,Klärich,BIO3,4228,utu:4228,pk1234,paelma,0,0,1
Jooa Ninos Duane,Aspnäs,TOI,4233,utu:4233,ja1234,jonidu,0,0,1
Brayden Helmeri Aimonpoika,Hagelin,BIO3,4237,utu:4237,bh1234,brheai,0,0,1
Tiuku,Collanus,PSY,4245,utu:4245,tc1234,ticoll,0,0,1
Arham,Kahilampi,KUL3,4251,utu:4251,ak1234,arkahi,0,0,1
Millie Iwona Eemil,Iljamo,ESP,4261,utu:4261,mi1234,miiwee,0,0,1
Tran Evertti,Karppi,LAT,4265,utu:4265,tk1234,trevka,0,0,1
Emma-Emilia Eli,Juppala,FOL2,4273,utu:4273,ej1234,ememel,0,0,1
Telmo Vigo Emile,Ala-aho,MON,4277,utu:4277,ta1234,teviem,0,0,1
Shamim Kadim Muhamad,Ihantola,OHJ,4278,utu:4278,si1234,shkamu,0,0,1
Ull-Britt Marusja,Lilvanen,KAS3,4284,utu:4284,ul1234,ulbrma,0,0,1
Albertiina Meskerem Farahnaz,Hällfors,VAL,4294,utu:4294,ah1234,almefa,0,0,1
Milo Yousuf Artemi,Grotenfelt,MAS,4304,utu:4304,mg1234,miyoar,0,0,1
Eelia Pirre Mercedes,Hillgren,SUO3,4311,utu:4311,eh1234,eepime,0,0,1
Esta Théa,Pulkkanen,TIE6,4313,utu:4313,ep1234,esthpu,0,0,1
Olli-Matias Miska,Mäki-Hokkonen,ITA,4323,utu:4323,om1234,olmami,0,0,1
Henna-Sofia Liu,Mutila,MAR,4324,utu:4324,hm1234,hesoli,0,0,1
Aneta Mirei Chaimae,Syren,NAI,4334,utu:4334,as1234,anmich,0,0,1
Arzo Kenny Aulona,Korkee,KAN,4344,utu:4344,ak1234,arkeau,0,0,1
Tor-Henrik Sebastian,Salmensaari,TIE6,4351,utu:4351,ts1234,tohese,0,0,1
Gabriella,Alakontiola,KAS2,4361,utu:4361,ga1234,gaalak,0,0,1
Sagal Emmeli Lo,Thorén,LUO,4371,utu:4371,st1234,saemlo,0,0,1
Dinah Eetla,Byggningsbacka,GEO,4378,utu:4378,db1234,dieeby,0,0,1
Agnesa,Miina,TUR,4380,utu:4380,am1234,agmiin,0,0,1
Christy,Huolman,FIL,4390,utu:4390,ch1234,chhuol,0,0,1
Remo Nicola Asarias,Arvinen,MED,4400,utu:4400,ra1234,renias,0,0,1
Jerina,Samola,KAU4,4402,utu:4402,js1234,jesamo,0,0,1
Carl-Otto,Greijus,ITA,4406,utu:4406,cg1234,caotgr,0,0,1
Tayeb Viimo Zuhair,Davidson,YRI2,4408,utu:4408,td1234,tavizu,0,0,1
Annareeta,Rampanen,TAI,4411,utu:4411,ar1234,anramp,0,0,1
Lotta-Maria Anitta,Kajasviita,MAT,4416,utu:4416,lk1234,lomaan,0,0,1
Pirkko-Maija Miao,Vähä-Karvia,NAI,4426,utu:4426,pv1234,pimami,0,0,1
